category,material,material_cost,labour_cost,size,weight,market_min,market_avg,market_max,demand_score,price
Bamboo Basket,Brass,1197,162,6.09,2.01,1701.91,2074,2499.84,0.47,3086.78
Terracotta,Cotton,167,937,48.11,1.5,3291.1,3710,4203.85,0.25,3907.85
Bamboo Basket,Silk,440,264,15.94,2.15,1736.09,1995,2588.69,0.46,2260.16
Handmade Jewellery,Terracotta,618,267,29.76,4.89,2378.28,2519,2716.3,0.52,3001.05
Terracotta,Jute,1277,1068,38.3,2.63,1588.12,1976,2216.81,0.73,4697.7
Embroidered Cloth,Beads,1368,268,9.16,4.76,2113.14,2750,3299.34,0.7,3859.09
Pottery,Silk,1207,122,43.86,3.09,764.51,894,994.47,0.2,2550.8
Bamboo Basket,Jute,644,315,38.67,1.14,2913.23,3144,3460.47,0.67,3443.31
Jute Bag,Jute,350,1141,56.49,2.76,218.43,232,266.74,0.87,2812.49
Handmade Jewellery,Silk,225,706,32.39,3.74,644.79,839,1037.92,0.93,2105.22
Terracotta,Beads,964,909,38.73,3.22,2107.04,2367,2606.08,0.72,4196.83
Handloom Saree,Cane,1184,1120,6.62,1.84,1237.6,1539,1711.2,0.25,4178.45
Handmade Jewellery,Jute,380,387,25.47,1.73,1376.55,1511,1897.43,0.95,2252.82
Metal Craft,Wood,919,882,18.93,4.94,1488.44,1949,2227.27,0.94,4021.55
Jute Bag,Jute,598,698,6.93,3.96,2599.24,2967,3299.59,0.76,3901.63
Handmade Jewellery,Brass,469,141,28.07,2.55,2272.27,2709,2859.29,0.44,2526.65
Embroidered Cloth,Brass,1037,872,44.21,0.16,216.55,270,294.27,0.33,2945.15
Handloom Saree,Jute,763,909,41.53,4.42,2579.31,2818,3273.25,0.84,4455.86
Terracotta,Cotton,110,101,52.99,4.16,1853.39,1987,2559.66,0.46,1667.24
Handmade Jewellery,Jute,1435,363,56.76,4.39,1289.97,1386,1482.2,0.86,3684.74
Handloom Saree,Beads,136,514,23.96,2.36,2187.61,2611,3140.08,0.33,2406.54
Handloom Saree,Cane,702,721,43.17,1.23,1748.75,2092,2583.95,0.89,3624.85
Embroidered Cloth,Silk,338,770,27.78,3.69,517.3,648,737.79,0.28,2158.41
Bamboo Basket,Clay,1307,1084,18.49,0.38,2374.4,2955,3350.73,0.8,5120.69
Terracotta,Jute,1007,68,42.34,2.12,902.77,1151,1352.46,0.53,2371.26
Embroidered Cloth,Jute,979,142,34.29,0.67,1363.72,1606,2060.95,0.55,2625.83
Handloom Saree,Beads,354,1080,47.51,4.76,257.74,342,426.88,0.26,2560.1
Wooden Craft,Cotton,465,843,18.93,0.15,2548.29,2865,3547.33,0.57,3566.9
Wooden Craft,Silk,1272,767,33.08,4.12,489.49,578,608.83,0.53,3402.32
Terracotta,Brass,707,484,20.45,1.12,3580.64,3869,4439.1,0.63,3940.56
Pottery,Silk,384,581,59.85,2.84,3318.5,3954,4220.9,0.78,4030.38
Metal Craft,Cane,623,693,30.53,3.64,2741.22,3343,4286.8,0.5,3977.04
Terracotta,Clay,366,768,7.68,2.95,2965.99,3422,4262.07,0.8,3784.05
Cane Furniture,Beads,1428,534,16.4,3.59,2170.05,2768,3041.32,0.91,4512.64
Cane Furniture,Wood,907,853,51.89,2.75,2965.02,3795,4434.38,0.77,4941.0
Embroidered Cloth,Brass,665,1132,15.2,3.04,2156.73,2583,3298.39,0.61,4082.53
Handmade Jewellery,Cane,707,785,28.71,2.79,2169.2,2702,3471.44,0.71,3987.76
Jute Bag,Cotton,1451,972,37.74,1.4,2893.52,3196,4012.3,0.57,5348.14
Jute Bag,Brass,818,624,19.52,2.13,604.6,757,900.33,0.23,2578.56
Pottery,Silk,1290,105,16.06,2.62,3709.61,3988,5180.57,0.86,4303.19
Embroidered Cloth,Silk,737,76,59.94,1.7,2727.17,2996,3650.82,0.2,3070.66
Wooden Craft,Jute,852,1061,54.04,4.26,948.7,1099,1239.89,0.72,3744.36
Bamboo Basket,Cane,256,564,39.35,4.34,1933.66,2335,2492.22,0.71,2979.17
Wooden Craft,Clay,123,622,26.41,1.22,2224.23,2408,2756.63,0.5,2755.63
Handloom Saree,Wood,829,1186,30.36,4.71,902.91,1187,1381.3,0.74,3918.64
Cane Furniture,Silk,937,520,55.88,3.2,3165.46,3564,4363.35,0.72,4319.11
Cane Furniture,Bamboo,242,665,43.78,2.33,2639.43,3140,4041.76,0.25,3229.61
Pottery,Jute,424,1132,43.48,4.21,1145.3,1291,1649.32,0.71,3412.05
Pottery,Bamboo,925,709,6.75,2.17,1003.12,1075,1294.38,0.4,2964.53
Cane Furniture,Brass,993,204,45.56,1.5,1305.17,1684,1852.63,0.37,2854.08
Terracotta,Brass,1280,656,47.68,0.73,1967.29,2577,3334.21,0.85,4529.31
Handmade Jewellery,Wood,543,1171,8.91,1.13,1668.86,1975,2101.02,0.95,3745.59
Bamboo Basket,Wood,633,285,20.31,4.01,226.91,259,286.18,0.22,1517.48
Handmade Jewellery,Cane,1122,686,21.64,4.88,3074.34,3307,4114.57,0.26,4536.72
Handloom Saree,Silk,1339,287,22.14,0.12,1695.98,2001,2142.21,0.57,3557.9
Handmade Jewellery,Terracotta,155,230,28.02,2.35,1091.45,1262,1535.61,0.82,1593.96
Cane Furniture,Cane,898,1105,53.92,1.92,3377.19,3952,4614.82,0.72,5388.72
Embroidered Cloth,Wood,493,810,52.29,2.09,1434.21,1612,1860.31,0.61,3085.1
Terracotta,Beads,319,359,17.64,2.81,2684.06,3042,3301.5,0.66,3019.8
Handloom Saree,Wood,1485,807,50.41,1.5,2784.61,3218,3828.43,0.5,5088.75
Handmade Jewellery,Wood,748,1149,35.62,4.24,1167.43,1428,1852.3,0.22,3707.64
Handloom Saree,Beads,432,437,5.04,4.37,2926.42,3847,4401.48,0.39,3543.5
Jute Bag,Brass,1131,158,56.96,3.09,370.1,464,592.58,0.57,2234.31
Jute Bag,Terracotta,1345,936,31.8,2.21,946.05,1062,1363.39,0.5,3891.0
Handloom Saree,Cotton,898,985,17.47,3.38,2897.55,3401,3997.26,0.24,4746.78
Bamboo Basket,Jute,357,698,51.15,0.89,2644.59,2936,3240.98,0.47,3528.25
Terracotta,Terracotta,953,121,55.73,3.51,2097.31,2304,2645.05,0.8,3163.29
Jute Bag,Jute,465,555,42.26,2.87,3393.89,3628,4141.26,0.45,3696.25
Metal Craft,Terracotta,276,188,21.09,1.73,1434.04,1623,2082.8,0.41,1877.29
Jute Bag,Silk,1220,233,22.47,4.26,2905.55,3340,3929.79,0.48,4008.4
Bamboo Basket,Beads,1361,1026,43.84,3.15,1515.13,1667,1866.26,0.31,4454.72
Metal Craft,Jute,259,865,50.9,4.68,1047.52,1117,1299.3,0.36,2537.66
Metal Craft,Brass,1448,703,29.68,4.57,1400.43,1752,2045.88,0.73,4158.49
Handmade Jewellery,Bamboo,1433,1083,14.75,1.54,1233.13,1368,1455.42,0.21,4269.87
Handmade Jewellery,Clay,400,483,54.26,4.55,191.11,236,254.12,0.55,1713.12
Pottery,Wood,1451,198,28.65,4.17,3097.09,3947,4623.73,0.29,4594.3
Bamboo Basket,Terracotta,838,1033,11.41,2.78,2142.04,2822,3116.83,0.21,4234.91
Pottery,Cotton,788,775,33.77,3.53,3131.23,3773,4269.9,0.21,4468.39
Handloom Saree,Beads,1310,360,24.88,0.55,808.01,1019,1087.08,0.68,3058.55
Jute Bag,Brass,868,79,52.49,1.19,1611.52,1775,2195.75,0.65,2569.56
Terracotta,Cane,747,723,7.77,0.36,1505.16,1761,1945.14,0.99,3129.95
Jute Bag,Jute,810,743,54.38,3.75,144.58,171,194.55,0.49,2558.36
Handmade Jewellery,Jute,215,898,24.71,4.57,247.81,312,357.32,0.85,2247.8
Embroidered Cloth,Jute,464,1065,56.29,0.68,865.57,1131,1306.52,0.68,3125.59
Embroidered Cloth,Silk,620,803,58.41,2.85,620.31,675,746.55,0.39,2725.53
Wooden Craft,Wood,1410,468,24.51,2.8,2125.89,2319,2907.26,0.69,3958.24
Jute Bag,Wood,849,875,34.58,1.46,507.38,612,670.41,0.33,2838.61
Bamboo Basket,Beads,1357,286,44.06,0.57,242.39,285,351.37,0.97,2762.08
Metal Craft,Wood,152,1051,22.41,1.5,2696.94,2995,3542.56,0.74,3637.91
Cane Furniture,Clay,220,222,41.19,0.14,1952.73,2125,2460.38,0.5,2058.91
Pottery,Brass,657,506,21.97,2.91,2614.7,2821,3356.57,0.86,3525.4
Jute Bag,Bamboo,1008,898,45.06,1.79,799.82,875,1015.13,0.31,3434.39
Handmade Jewellery,Wood,1466,125,41.27,3.47,1873.18,2310,2539.9,0.25,3488.18
Handloom Saree,Bamboo,1329,79,47.7,0.74,2891.86,3469,4299.2,0.92,4149.04
Cane Furniture,Terracotta,1098,165,23.46,0.48,1231.74,1632,2054.26,0.98,2840.31
Cane Furniture,Jute,943,307,55.96,2.16,1784.46,2251,2599.91,0.21,3221.36
Embroidered Cloth,Terracotta,1437,540,21.85,0.3,185.14,225,268.1,0.21,2886.1
Handmade Jewellery,Brass,1336,752,25.61,2.79,2457.34,3197,3684.94,0.33,4696.65
Bamboo Basket,Cotton,569,139,10.24,2.31,1780.34,2034,2281.81,0.42,2164.91
Handmade Jewellery,Cane,1253,1197,46.75,3.66,335.06,377,447.95,0.37,3786.4
Cane Furniture,Bamboo,334,330,19.75,1.87,2414.48,3115,3404.15,0.86,2900.45
Wooden Craft,Cane,83,702,18.56,4.88,1892.45,2041,2600.08,0.44,2499.22
Embroidered Cloth,Bamboo,288,490,12.76,2.77,2712.96,3271,3562.38,0.79,3088.28
Handloom Saree,Silk,1038,638,59.59,0.87,1803.7,2332,2547.16,0.48,3881.22
Wooden Craft,Cotton,337,236,27.62,2.19,2219.16,2513,2953.22,0.72,2642.56
Cane Furniture,Cotton,976,1180,20.34,0.73,443.89,490,516.48,0.85,3550.68
Pottery,Beads,1181,580,11.93,4.9,1267.08,1344,1456.59,0.32,3236.09
Jute Bag,Silk,1011,705,5.3,0.11,1424.37,1769,2197.36,0.38,3277.85
Metal Craft,Terracotta,1447,603,18.81,3.29,1228.39,1410,1779.93,0.24,3717.26
Terracotta,Clay,1233,61,23.26,2.38,306.09,350,438.09,0.87,2356.12
Wooden Craft,Bamboo,1481,972,39.84,4.05,2595.68,3415,4345.92,0.66,5541.66
Cane Furniture,Brass,966,671,9.94,3.04,768.23,823,947.81,0.31,2730.01
Bamboo Basket,Brass,778,1169,42.2,3.43,3249.26,3751,4176.4,0.81,5251.16
Handloom Saree,Bamboo,710,1177,12.03,2.27,3528.38,3939,4454.55,0.73,4868.56
Jute Bag,Terracotta,1383,544,32.44,1.66,457.95,521,584.59,0.44,3136.57
Jute Bag,Cotton,1360,834,35.49,0.83,2048.19,2387,3014.27,0.97,4681.57
Embroidered Cloth,Terracotta,886,557,17.42,2.01,642.26,790,848.59,0.34,2765.46
Embroidered Cloth,Brass,103,577,59.76,2.96,1945.47,2390,2794.19,0.45,2792.12
Metal Craft,Wood,180,237,12.06,2.93,2961.01,3425,3816.09,0.84,2812.33
Wooden Craft,Silk,1175,1036,39.05,1.01,2154.85,2385,2687.61,0.59,4539.76
Metal Craft,Bamboo,1273,907,10.94,2.44,360.89,448,556.81,0.72,3485.13
Cane Furniture,Wood,829,488,17.86,3.23,524.44,560,661.25,0.42,2430.57
Jute Bag,Beads,1293,377,37.07,3.68,401.59,525,670.39,1.0,2843.52
Handmade Jewellery,Silk,701,95,45.28,4.63,1302.57,1442,1767.21,0.47,2161.53
Jute Bag,Cane,415,572,25.35,2.8,2032.76,2626,3141.05,0.98,3358.1
Handmade Jewellery,Terracotta,1127,914,32.83,0.89,804.82,947,1019.53,0.29,3474.88
Embroidered Cloth,Beads,556,625,30.16,2.05,3232.03,3541,4550.63,0.72,3902.59
Pottery,Jute,1242,379,31.26,3.05,409.29,530,671.53,0.44,2745.84
Bamboo Basket,Jute,693,476,43.4,1.15,1971.0,2268,2875.77,0.66,3106.76
Metal Craft,Wood,341,805,9.36,2.87,1574.16,2019,2206.81,0.9,3128.82
Bamboo Basket,Cotton,353,991,46.53,2.97,3053.95,3865,4362.63,0.83,4478.23
Bamboo Basket,Clay,1163,742,15.74,3.42,2386.57,2580,3335.26,0.34,4197.5
Handloom Saree,Terracotta,82,911,6.21,4.91,416.93,554,613.1,0.65,1823.79
Handloom Saree,Clay,221,323,37.97,4.52,1729.72,1921,2451.94,0.87,2289.24
Pottery,Bamboo,930,1171,48.99,2.82,3179.5,3393,3958.03,0.56,4992.3
Handloom Saree,Cane,193,273,17.13,3.17,312.24,414,519.53,0.86,1201.65
Handmade Jewellery,Cane,939,974,5.68,0.8,732.76,927,1062.97,0.24,3235.41
Embroidered Cloth,Wood,1140,953,19.88,1.05,275.77,324,345.23,0.26,3255.96
Terracotta,Cotton,1066,376,10.39,0.32,3392.8,3646,4306.75,0.56,4233.73
Handmade Jewellery,Brass,1001,355,14.34,0.72,1657.59,1839,2243.84,0.33,2947.69
Handloom Saree,Terracotta,1263,707,41.98,0.93,2910.02,3313,3818.89,0.59,4730.07
Metal Craft,Bamboo,781,530,6.22,4.94,2053.07,2181,2616.85,0.78,3227.2
Handloom Saree,Terracotta,197,1191,38.96,1.12,1690.17,2188,2479.0,0.83,3420.64
Pottery,Terracotta,1220,84,22.87,3.47,1087.44,1187,1313.02,0.52,2655.3
Cane Furniture,Brass,1348,125,45.2,2.16,699.11,848,1001.04,0.25,2632.58
Jute Bag,Cotton,459,176,27.87,2.79,3295.29,3859,5013.35,0.31,3138.98
Metal Craft,Cane,263,134,28.87,0.73,2937.07,3710,4225.17,0.74,3041.41
Cane Furniture,Clay,1298,362,15.93,1.64,2484.57,3137,3875.98,0.22,4121.9
Bamboo Basket,Silk,1420,698,45.96,2.12,2448.82,2730,3282.9,0.59,4617.8
Cane Furniture,Bamboo,150,678,8.35,3.5,1724.3,2135,2245.2,0.6,2690.48
Pottery,Brass,820,195,44.29,1.87,2170.71,2541,3237.6,0.36,2953.98
Jute Bag,Clay,394,270,49.56,2.21,547.79,677,754.13,0.46,1604.12
Metal Craft,Cane,1475,394,35.53,2.98,1379.6,1807,2273.0,0.34,3676.15
Handmade Jewellery,Beads,591,805,36.84,0.17,483.56,530,558.34,0.72,2610.24
Bamboo Basket,Jute,321,192,13.46,4.44,2156.86,2444,3059.72,0.91,2500.09
Bamboo Basket,Beads,1403,1168,12.31,3.23,270.71,340,433.28,0.4,3789.49
Bamboo Basket,Brass,702,598,18.15,3.81,2135.37,2505,3056.4,0.95,3514.75
Cane Furniture,Brass,1224,228,53.75,0.84,894.09,948,1088.67,0.3,2793.58
Cane Furniture,Beads,1448,747,13.1,1.11,2741.18,3049,3378.46,0.52,4841.8
Wooden Craft,Brass,1434,373,48.73,1.69,3463.64,3768,4128.61,0.97,4793.02
Terracotta,Silk,281,644,53.15,1.58,1037.02,1122,1398.32,0.42,2155.24
Embroidered Cloth,Brass,963,264,51.93,1.71,1370.39,1612,1952.83,0.61,2864.12
Wooden Craft,Silk,1262,127,29.5,0.51,630.96,715,885.14,0.85,2475.98
Bamboo Basket,Silk,1132,954,59.26,3.03,1215.85,1373,1528.26,0.9,4071.76
Embroidered Cloth,Cane,221,1160,14.26,4.2,1805.3,2058,2367.62,0.66,3537.34
Jute Bag,Wood,1462,273,56.29,4.68,697.51,760,925.49,0.76,3266.81
Metal Craft,Bamboo,712,1123,21.85,1.7,3109.53,3300,4025.31,0.71,4593.36
Metal Craft,Wood,751,608,52.49,0.75,1376.35,1661,1801.88,0.21,3028.67
Terracotta,Clay,1155,551,30.44,0.26,3342.34,3925,4257.03,0.99,4801.26
Embroidered Cloth,Clay,1282,1023,52.8,2.7,408.04,489,609.42,0.36,3729.02
Jute Bag,Jute,897,491,7.53,4.66,1716.27,2108,2527.52,1.0,3499.27
Handloom Saree,Cotton,497,868,8.01,1.1,2680.54,2906,3127.88,0.64,3542.11
Pottery,Cane,206,300,8.72,3.65,2514.93,3158,3872.94,0.45,2682.93
Pottery,Jute,333,155,11.08,0.27,2934.42,3803,4214.33,0.8,3079.19
Metal Craft,Clay,743,1022,45.65,3.46,287.9,338,427.69,0.89,2968.48
Wooden Craft,Beads,915,875,7.07,4.06,279.48,295,365.4,0.4,2798.51
Bamboo Basket,Clay,412,966,34.41,4.31,1332.44,1604,1778.34,0.86,3252.86
Bamboo Basket,Brass,1484,889,21.93,1.28,587.4,685,750.92,0.54,3686.97
Bamboo Basket,Wood,474,603,10.87,4.77,2059.12,2309,2998.11,0.45,2844.71
Cane Furniture,Terracotta,1280,1183,55.37,3.62,1596.02,2060,2199.33,0.93,5018.19
Embroidered Cloth,Cotton,370,228,31.21,3.72,1333.18,1701,2149.19,0.21,1960.73
Jute Bag,Bamboo,635,220,5.79,4.03,2852.92,3612,4049.22,0.43,3230.65
Cane Furniture,Wood,51,1083,15.69,2.29,2590.56,2849,3518.14,0.72,3353.83
Embroidered Cloth,Cotton,1131,260,25.75,2.13,1365.12,1452,1600.79,0.41,2918.91
Terracotta,Cotton,1203,897,58.97,1.97,1274.37,1507,1871.68,0.7,4120.44
Pottery,Jute,218,730,55.47,4.45,1982.28,2229,2855.39,0.86,3261.62
Embroidered Cloth,Cane,1083,632,50.36,3.48,880.97,1066,1154.55,0.36,3274.96
Handmade Jewellery,Wood,105,769,43.28,1.88,728.31,816,896.2,0.58,1865.96
Pottery,Cane,62,493,6.39,3.48,1051.47,1142,1406.17,0.49,1613.41
Handloom Saree,Silk,90,478,35.0,1.11,582.11,758,968.5,0.2,1343.02
Terracotta,Bamboo,1410,166,36.37,2.95,2830.58,3151,3739.2,0.91,4215.82
Metal Craft,Beads,962,323,45.09,1.58,575.79,706,806.97,0.81,2535.64
Bamboo Basket,Brass,608,156,8.0,1.64,256.27,304,336.45,0.8,1446.23
Bamboo Basket,Beads,778,203,19.4,3.16,1401.43,1653,1880.97,0.93,2721.76
Jute Bag,Brass,880,692,28.85,4.26,3387.02,3576,4462.21,0.68,4493.62
Bamboo Basket,Brass,1262,871,26.73,0.35,2658.84,3487,3999.12,0.67,5211.17
Bamboo Basket,Cane,1306,860,11.21,3.02,3042.86,3382,3959.14,0.37,4874.57
Bamboo Basket,Bamboo,508,447,49.31,1.57,751.55,879,1078.37,0.4,2018.34
Bamboo Basket,Brass,795,136,18.33,3.35,2702.42,3475,4290.03,0.89,3506.42
Wooden Craft,Cane,1341,127,36.55,1.77,1434.97,1682,1975.2,0.34,2947.25
Metal Craft,Cane,529,1092,23.7,4.36,2159.46,2816,3207.49,0.74,4248.05
Wooden Craft,Beads,630,584,48.4,0.68,1231.3,1560,1720.58,0.23,2794.15
Metal Craft,Beads,521,942,28.95,4.77,1055.53,1187,1303.58,0.27,2790.06
Pottery,Terracotta,571,683,10.58,3.98,3388.29,3956,4712.01,0.68,4159.92
Embroidered Cloth,Terracotta,1205,899,45.02,4.62,1121.36,1254,1374.32,0.46,3800.78
Terracotta,Terracotta,1075,569,20.38,0.77,701.88,889,1112.4,0.35,2824.46
Embroidered Cloth,Clay,1030,903,35.7,1.8,2670.89,2876,3298.65,0.43,4384.32
Handmade Jewellery,Silk,1367,135,23.5,4.61,400.48,527,635.5,0.25,2566.51
Handloom Saree,Brass,119,106,18.01,2.47,3321.78,3664,4534.34,0.57,2519.82
Handmade Jewellery,Beads,159,1066,47.28,0.4,134.65,174,184.29,0.24,2052.4
Handloom Saree,Clay,579,736,28.19,0.3,505.47,584,696.55,0.47,2288.97
Metal Craft,Brass,358,955,27.23,4.97,323.8,343,434.33,0.68,2325.31
Wooden Craft,Clay,790,911,31.51,3.81,2768.13,3531,3791.98,0.54,4666.53
Terracotta,Brass,106,161,38.57,2.78,2630.79,3234,3573.83,0.61,2565.04
Pottery,Clay,638,534,38.18,0.49,949.83,1146,1447.1,0.48,2450.12
Cane Furniture,Brass,303,378,27.35,4.41,1332.38,1690,2078.38,0.42,2252.38
Metal Craft,Cane,1113,973,42.2,1.57,3102.8,3973,4542.13,0.37,5219.61
Handmade Jewellery,Cotton,1294,545,18.89,2.27,1314.42,1660,1797.1,0.36,3502.06
Handloom Saree,Beads,1482,349,29.52,4.1,876.4,1157,1361.03,0.52,3472.51
Bamboo Basket,Silk,333,148,12.35,4.68,1693.21,2018,2365.16,0.85,2142.27
Handloom Saree,Jute,120,1178,47.09,4.65,2879.96,3807,4221.57,0.45,4260.82
Wooden Craft,Silk,356,571,21.75,4.92,890.85,997,1290.27,0.5,2129.64
Handloom Saree,Clay,988,1136,40.95,1.44,1779.33,2147,2580.81,0.56,4481.33
Handmade Jewellery,Bamboo,1142,915,31.09,0.92,3056.68,3951,5090.81,0.89,5440.42
Handmade Jewellery,Jute,343,968,28.06,3.54,969.37,1118,1245.57,0.95,2947.4
Metal Craft,Cane,431,1040,32.94,3.78,2299.74,2757,3240.82,0.93,4065.16
Bamboo Basket,Bamboo,756,903,52.5,4.98,1381.63,1809,2148.06,0.53,3829.95
Handmade Jewellery,Cane,1319,1157,8.0,4.86,260.73,314,369.17,0.87,3951.82
Bamboo Basket,Bamboo,869,68,30.94,1.21,2008.28,2625,3002.9,0.86,3161.48
Cane Furniture,Beads,1041,91,23.11,0.36,2075.26,2591,2948.48,0.76,3099.12
Jute Bag,Cane,1151,134,47.12,0.49,1192.65,1318,1428.2,0.57,2729.09
Metal Craft,Silk,1244,196,48.09,0.15,1760.37,2019,2406.87,0.83,3457.79
Cane Furniture,Beads,268,141,55.98,4.81,860.43,1132,1343.49,0.91,1774.67
Handloom Saree,Brass,1130,68,27.27,4.99,1426.02,1560,1790.98,0.56,2701.08
Cane Furniture,Bamboo,733,158,52.83,2.41,1446.91,1541,1747.06,0.66,2560.36
Cane Furniture,Terracotta,898,558,49.59,4.75,2612.06,3339,4307.93,0.63,4394.72
Jute Bag,Cotton,472,807,34.6,2.71,2899.85,3769,4009.94,0.3,4051.46
Bamboo Basket,Brass,334,245,34.91,3.51,2586.23,3367,4097.64,0.31,2956.51
Cane Furniture,Jute,690,301,18.18,0.26,1702.19,1873,2236.59,0.47,2562.95
Bamboo Basket,Jute,774,482,46.28,1.26,1936.68,2576,3122.3,0.61,3497.74
Pottery,Cane,1038,1155,52.74,2.96,1710.2,1939,2224.41,0.31,4352.77
Terracotta,Terracotta,543,596,35.27,2.62,2188.06,2355,3041.85,0.55,3204.63
Embroidered Cloth,Cane,865,453,17.67,0.62,3047.62,3684,4193.75,0.45,3803.97
Handmade Jewellery,Cotton,227,859,22.02,4.88,2586.27,2855,3370.68,0.71,3444.67
Terracotta,Wood,1325,552,32.28,0.14,3232.66,3719,4592.58,0.37,4825.68
Embroidered Cloth,Clay,1430,564,12.36,4.77,1338.15,1752,2051.39,0.38,3865.41
Handmade Jewellery,Cane,649,1125,16.74,2.11,1610.42,2143,2522.92,0.31,3750.06
Embroidered Cloth,Bamboo,201,1004,28.01,2.28,777.35,1018,1149.55,0.41,2632.39
Bamboo Basket,Silk,1493,404,39.96,4.97,3169.3,3810,4314.23,0.75,5040.35
Handmade Jewellery,Silk,1440,1180,49.64,1.54,559.55,591,754.96,0.88,4369.77
Handmade Jewellery,Jute,1130,89,28.72,2.89,1453.21,1720,1949.52,0.66,3069.15
Cane Furniture,Cotton,233,1189,33.53,0.35,3198.16,3808,4280.62,0.94,4503.87
Pottery,Clay,513,445,12.33,4.65,2028.79,2592,2918.67,0.7,2996.41
Embroidered Cloth,Clay,263,418,50.89,2.93,983.81,1225,1533.32,0.4,1984.71
Handmade Jewellery,Beads,737,131,17.12,0.61,2788.41,3579,4542.76,0.62,3432.78
Terracotta,Cotton,1448,1165,52.74,4.16,2608.84,3410,3676.32,0.24,5654.65
Handloom Saree,Silk,502,520,50.16,4.85,332.74,373,402.14,0.79,2086.84
Embroidered Cloth,Beads,228,1112,59.87,1.39,1968.38,2261,2743.85,1.0,3520.04
Pottery,Bamboo,1184,387,53.36,2.62,3090.69,3512,4550.22,0.93,4426.98
Embroidered Cloth,Bamboo,752,1124,10.34,0.41,3140.17,3730,3967.88,0.54,4841.4
Handmade Jewellery,Clay,1149,725,33.89,0.42,2830.97,3035,3931.12,0.73,4481.01
Handmade Jewellery,Cotton,1054,304,19.75,1.65,1712.89,1939,2085.65,0.21,3026.9
Metal Craft,Cane,796,198,52.81,3.71,2645.26,3311,3825.28,0.87,3601.25
Metal Craft,Brass,678,881,23.36,1.35,1063.1,1163,1442.13,0.24,2902.36
Terracotta,Terracotta,1344,551,15.26,1.02,2559.6,3083,3967.66,0.52,4483.16
Embroidered Cloth,Silk,208,63,59.91,2.75,3016.36,3470,3881.38,0.22,2691.3
Metal Craft,Cane,1294,603,16.32,1.83,383.95,432,486.63,0.81,3164.38
Jute Bag,Cane,891,997,23.88,1.71,1907.25,2203,2653.67,0.83,4174.69
Embroidered Cloth,Cotton,453,1176,57.27,1.57,2868.84,3430,3629.81,0.96,4697.53
Terracotta,Wood,95,872,14.67,1.25,1264.76,1665,1949.54,0.21,2354.98
Jute Bag,Wood,1280,961,36.57,1.82,2614.6,2902,3271.62,0.56,4849.5
Wooden Craft,Beads,1148,1027,59.12,4.54,2049.43,2375,2643.57,0.93,4848.46
Handloom Saree,Clay,1050,504,17.27,2.77,3615.7,3850,4693.94,0.44,4382.86
Metal Craft,Wood,1185,85,12.91,0.61,1704.45,1999,2152.53,0.54,3063.21
Handloom Saree,Cotton,1429,117,55.81,4.13,2038.82,2631,3003.22,0.38,3811.0
Bamboo Basket,Cane,88,871,14.47,2.21,1175.77,1361,1712.27,0.99,2529.19
Jute Bag,Wood,920,544,53.79,1.45,3187.8,3518,4494.42,0.51,4179.44
Cane Furniture,Cane,1085,555,56.49,4.71,1901.83,2022,2244.08,0.7,3883.82
Terracotta,Clay,511,970,19.14,3.63,2085.91,2354,2647.99,0.57,3622.64
Jute Bag,Cane,769,124,40.88,2.09,165.59,211,223.99,0.66,1653.41
Jute Bag,Bamboo,569,861,47.35,3.19,1658.39,1754,2264.57,0.33,3189.76
Wooden Craft,Clay,253,1102,49.88,1.95,862.64,1054,1365.29,0.7,2803.28
Wooden Craft,Cane,520,858,41.19,3.66,183.41,196,230.14,0.87,2453.8
Handmade Jewellery,Beads,861,817,59.11,1.87,2968.45,3383,3611.94,0.49,4522.02
Handmade Jewellery,Terracotta,175,860,26.47,4.47,2424.17,2913,3498.73,0.7,3454.42
Handmade Jewellery,Clay,646,149,10.15,0.18,343.92,427,496.35,0.48,1472.42
Pottery,Terracotta,928,1188,51.84,4.33,754.82,922,972.5,0.75,3781.7
Metal Craft,Beads,76,751,33.88,1.08,2178.14,2610,3209.04,0.55,2839.65
Cane Furniture,Cane,573,1145,18.02,3.18,2737.17,3162,3792.53,0.79,4508.95
Jute Bag,Cane,67,166,39.47,1.86,2339.86,2748,3188.71,0.3,2179.77
Pottery,Silk,155,707,37.24,2.51,2328.89,3039,3356.37,0.4,3154.86
Embroidered Cloth,Silk,823,1172,40.04,4.5,901.9,1093,1174.74,0.7,3871.51
Terracotta,Bamboo,947,970,55.96,3.58,935.48,1207,1382.63,0.22,3563.09
Embroidered Cloth,Cane,753,546,44.32,2.21,375.21,478,579.34,0.4,2394.39
Pottery,Terracotta,1203,993,17.14,2.71,255.44,288,317.67,0.39,3364.65
Embroidered Cloth,Beads,348,113,21.47,1.42,870.99,983,1235.0,0.32,1385.03
Terracotta,Jute,1396,907,54.45,3.16,1205.91,1322,1520.42,0.96,4285.23
Embroidered Cloth,Cane,1073,605,31.61,4.5,2517.9,2836,3219.9,0.37,4054.7
Embroidered Cloth,Cane,1231,118,20.9,4.77,656.25,760,869.63,0.97,2665.09
Cane Furniture,Cotton,164,269,34.51,2.56,1166.84,1550,1847.16,0.95,2000.51
Handloom Saree,Bamboo,990,390,30.28,2.54,165.21,187,202.22,0.81,2356.25
